"","Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
"1015",43,"No","Travel Rarely",182,"R&D",8,5,"Life Sciences",1,"Female",93,3,4,"Research Director",2,"Single",16422,8847,3,"No",11,3,3,0,9,3,4,3,2,1,0
"1016",34,"No","Travel Frequently",560,"R&D",1,4,"Other",4,"Male",91,3,1,"Research Scientist",1,"Divorced",2996,20284,5,"No",14,3,3,2,10,2,3,4,3,1,3
"1017",31,"Yes","Travel Rarely",202,"R&D",8,3,"Life Sciences",1,"Female",34,2,1,"Research Scientist",2,"Single",1261,22262,1,"No",12,3,3,0,1,3,4,1,0,0,0
"1018",27,"No","Travel Rarely",1377,"R&D",11,1,"Life Sciences",2,"Male",91,3,1,"Laboratory Technician",1,"Married",2099,7679,0,"No",14,3,2,0,6,3,4,5,0,1,4
"1019",36,"No","Travel Rarely",172,"R&D",4,4,"Life Sciences",1,"Male",37,2,2,"Laboratory Technician",4,"Single",5810,22604,1,"No",16,3,3,0,10,2,2,10,4,10,8
"1020",36,"No","Travel Rarely",1334,"Sales",16,4,"Marketing",3,"Female",98,2,2,"Sales Executive",1,"Married",5647,13494,4,"No",13,3,1,2,11,3,2,3,2,0,2
"1021",47,"No","Travel Rarely",465,"R&D",1,3,"Technical",1,"Male",74,3,1,"Research Scientist",4,"Married",3420,10205,7,"No",12,3,3,1,17,2,2,6,5,1,2
"1022",25,"Yes","Travel Rarely",383,"Sales",9,2,"Life Sciences",1,"Male",68,2,1,"Sales Representative",1,"Married",4400,15182,3,"No",12,3,1,0,6,2,3,3,2,2,2
"1023",37,"No","Non Travel",1413,"R&D",5,2,"Technical",3,"Male",84,4,1,"Laboratory Technician",3,"Single",3500,25470,0,"No",14,3,1,0,7,2,1,6,5,1,3
"1024",56,"No","Travel Rarely",1255,"R&D",1,2,"Life Sciences",1,"Male",90,3,1,"Research Scientist",1,"Married",4157,10494,2,"No",22,4,4,1,5,3,4,3,2,1,0
"1025",47,"No","Travel Rarely",359,"R&D",2,4,"Medical Sciences",1,"Female",67,3,4,"Research Director",3,"Married",17169,26703,3,"No",19,3,2,2,26,2,4,20,17,5,6
"1026",24,"No","Travel Rarely",1476,"Sales",4,1,"Medical Sciences",4,"Female",42,3,2,"Sales Executive",3,"Married",4162,15211,1,"Yes",12,3,3,2,5,3,3,5,4,0,3
"1027",32,"No","Travel Rarely",601,"Sales",7,5,"Marketing",4,"Male",97,3,2,"Sales Executive",4,"Married",9204,23343,8,"No",12,3,3,1,7,3,2,4,3,0,4
"1028",34,"No","Travel Rarely",401,"R&D",1,3,"Life Sciences",4,"Female",86,2,1,"Laboratory Technician",2,"Married",3294,3708,5,"No",17,3,1,1,7,2,2,5,4,0,2
"1029",41,"No","Travel Rarely",1283,"R&D",5,5,"Medical Sciences",2,"Male",90,4,1,"Research Scientist",3,"Married",2127,5561,2,"Yes",12,3,1,0,7,5,2,4,2,0,3
"1030",40,"No","Non Travel",663,"R&D",9,4,"Other",3,"Male",81,3,2,"Laboratory Technician",3,"Divorced",3975,23099,3,"No",11,3,3,2,11,2,4,8,7,0,7
"1031",31,"No","Travel Rarely",326,"Sales",8,2,"Life Sciences",1,"Male",31,3,3,"Sales Executive",4,"Divorced",10793,8386,1,"No",14,3,1,1,13,5,3,13,7,9,9
"1032",46,"Yes","Travel Rarely",377,"Sales",9,3,"Marketing",1,"Male",52,3,3,"Sales Executive",4,"Divorced",10096,15986,4,"No",11,3,1,1,28,1,4,7,7,4,3
"1033",39,"Yes","Non Travel",592,"R&D",2,3,"Life Sciences",1,"Female",54,2,1,"Laboratory Technician",1,"Single",3646,17181,2,"Yes",23,4,2,0,11,2,4,1,0,0,0
"1034",31,"Yes","Travel Frequently",1445,"R&D",1,5,"Life Sciences",3,"Female",100,4,3,"Manufacturing Director",2,"Single",7446,8931,1,"No",11,3,1,0,10,2,3,10,8,4,7
"1035",45,"No","Travel Rarely",1038,"R&D",20,3,"Medical Sciences",2,"Male",95,1,3,"Healthcare Representative",1,"Divorced",10851,19863,2,"Yes",18,3,2,1,24,2,3,7,7,0,7
"1036",31,"No","Travel Rarely",1398,"HR",8,2,"Medical Sciences",4,"Female",96,4,1,"HR",2,"Single",2109,24609,9,"No",18,3,4,0,8,3,3,3,2,0,2
"1037",31,"Yes","Travel Frequently",523,"R&D",2,3,"Life Sciences",2,"Male",94,3,1,"Laboratory Technician",4,"Married",3722,21081,6,"Yes",13,3,3,1,7,2,1,2,2,2,2
"1038",45,"No","Travel Rarely",1448,"R&D",29,3,"Technical",2,"Male",55,3,3,"Manufacturing Director",4,"Married",9380,14720,4,"Yes",18,3,4,2,10,4,4,3,1,1,2
"1039",48,"No","Travel Rarely",1221,"Sales",7,3,"Marketing",3,"Male",96,3,2,"Sales Executive",1,"Divorced",5486,24795,4,"No",11,3,1,3,15,3,3,2,2,2,2
"1040",34,"Yes","Travel Rarely",1107,"HR",9,4,"Technical",1,"Female",52,3,1,"HR",3,"Married",2742,3072,1,"No",15,3,4,0,2,0,3,2,2,2,2
"1041",40,"No","Non Travel",218,"R&D",8,1,"Medical Sciences",4,"Male",55,2,3,"Research Director",2,"Divorced",8474,25178,2,"No",11,3,3,1,16,5,3,9,8,4,0
"1042",28,"No","Travel Rarely",866,"Sales",5,3,"Medical Sciences",4,"Male",84,3,2,"Sales Executive",1,"Single",8463,23490,0,"No",18,3,4,0,6,4,3,5,4,1,3
"1043",44,"No","Non Travel",981,"R&D",5,3,"Life Sciences",3,"Male",90,2,1,"Laboratory Technician",3,"Single",3162,7973,3,"No",14,3,4,0,7,5,3,5,2,0,3
"1044",53,"No","Travel Rarely",447,"R&D",2,3,"Medical Sciences",4,"Male",39,4,4,"Research Director",2,"Single",17123,19764,4,"No",12,3,2,0,35,2,2,9,8,8,8
"1045",49,"No","Travel Rarely",1495,"R&D",2,4,"Technical",1,"Male",96,3,2,"Healthcare Representative",3,"Married",6651,21534,2,"No",14,3,2,1,20,0,2,3,2,1,2
"1047",44,"No","Travel Rarely",1467,"R&D",20,3,"Life Sciences",4,"Male",49,3,1,"Research Scientist",2,"Single",3420,21158,1,"No",13,3,3,0,6,3,2,5,2,1,3
"1048",33,"No","Travel Frequently",430,"Sales",7,3,"Medical Sciences",4,"Male",54,3,2,"Sales Executive",1,"Married",4373,17456,0,"No",14,3,1,2,5,2,3,4,3,0,3
"1049",34,"No","Travel Rarely",1326,"Sales",3,3,"Technical",4,"Male",81,1,2,"Sales Executive",1,"Single",4759,15891,3,"No",18,3,4,0,15,2,3,13,9,3,12
"1050",30,"No","Travel Rarely",1358,"Sales",16,1,"Life Sciences",4,"Male",96,3,2,"Sales Executive",3,"Married",5301,2939,8,"No",15,3,3,2,4,2,2,2,1,2,2
"1051",42,"No","Travel Frequently",748,"R&D",9,2,"Medical Sciences",1,"Female",74,3,1,"Laboratory Technician",4,"Single",3673,16458,1,"No",13,3,3,0,12,3,3,12,9,5,8
"1052",44,"No","Travel Frequently",383,"Sales",1,5,"Marketing",1,"Female",79,3,2,"Sales Executive",3,"Married",4768,9282,7,"No",12,3,3,1,11,4,2,3,0,0,0
"1053",30,"No","Non Travel",990,"R&D",7,4,"Technical",3,"Male",64,3,1,"Research Scientist",3,"Divorced",1274,7152,1,"No",13,3,2,2,1,2,2,1,0,0,0
"1054",57,"No","Travel Rarely",405,"R&D",1,2,"Life Sciences",2,"Male",93,4,2,"Research Scientist",3,"Married",4900,2721,0,"No",24,4,1,1,13,2,2,12,9,2,8
"1055",49,"No","Travel Rarely",1490,"R&D",7,4,"Life Sciences",3,"Male",96,3,3,"Healthcare Representative",2,"Divorced",10466,5100,3,"No",14,3,2,2,29,3,3,8,7,0,7
"1056",34,"No","Travel Frequently",829,"R&D",15,3,"Medical Sciences",2,"Male",71,3,4,"Research Director",1,"Divorced",17007,11929,7,"No",14,3,4,2,16,3,2,14,8,6,9
"1057",28,"Yes","Travel Frequently",1496,"Sales",1,3,"Technical",1,"Male",92,3,1,"Sales Representative",3,"Married",2909,15747,3,"No",15,3,4,1,5,3,4,3,2,1,2
"1058",29,"Yes","Travel Frequently",115,"Sales",13,3,"Technical",1,"Female",51,3,2,"Sales Executive",2,"Single",5765,17485,5,"No",11,3,1,0,10,4,1,5,3,0,0
"1059",34,"Yes","Travel Rarely",790,"Sales",24,4,"Medical Sciences",1,"Female",40,2,2,"Sales Executive",2,"Single",4599,7815,0,"Yes",23,4,3,0,16,2,4,15,9,10,10
"1060",35,"No","Travel Rarely",660,"Sales",7,1,"Life Sciences",4,"Male",76,3,1,"Sales Representative",3,"Married",2404,16192,1,"No",13,3,1,1,1,3,3,1,0,0,0
"1061",24,"Yes","Travel Frequently",381,"R&D",9,3,"Medical Sciences",2,"Male",89,3,1,"Laboratory Technician",1,"Single",3172,16998,2,"Yes",11,3,3,0,4,2,2,0,0,0,0
"1062",24,"No","Non Travel",830,"Sales",13,2,"Life Sciences",4,"Female",78,3,1,"Sales Representative",2,"Married",2033,7103,1,"No",13,3,3,1,1,2,3,1,0,0,0
"1063",44,"No","Travel Frequently",1193,"R&D",2,1,"Medical Sciences",2,"Male",86,3,3,"Manufacturing Director",3,"Single",10209,19719,5,"Yes",18,3,2,0,16,2,2,2,2,2,2
"1064",29,"No","Travel Rarely",1246,"Sales",19,3,"Life Sciences",3,"Male",77,2,2,"Sales Executive",3,"Divorced",8620,23757,1,"No",14,3,3,2,10,3,3,10,7,0,4
"1065",30,"No","Travel Rarely",330,"HR",1,4,"Life Sciences",3,"Male",48,3,1,"HR",3,"Divorced",2064,15428,0,"No",21,4,1,1,6,3,4,5,3,1,3
"1066",55,"No","Travel Rarely",1229,"R&D",4,4,"Life Sciences",4,"Male",30,3,2,"Healthcare Representative",3,"Married",4035,16143,0,"Yes",16,3,2,0,4,2,3,3,2,1,2
"1067",33,"No","Travel Rarely",1099,"R&D",4,4,"Medical Sciences",1,"Female",82,2,1,"Laboratory Technician",2,"Married",3838,8192,8,"No",11,3,4,0,8,5,3,5,4,0,2
"1068",43,"No","Travel Rarely",571,"Sales",14,3,"Medical Sciences",3,"Female",78,3,2,"Sales Executive",3,"Married",4591,24200,3,"Yes",17,3,3,1,11,4,2,5,4,1,2
"1069",28,"Yes","Travel Frequently",289,"R&D",2,2,"Medical Sciences",2,"Male",38,2,1,"Laboratory Technician",1,"Single",2561,5355,7,"No",11,3,3,0,8,2,2,0,0,0,0
"1070",28,"No","Travel Rarely",1423,"R&D",1,3,"Life Sciences",1,"Male",72,2,1,"Research Scientist",3,"Divorced",1563,17808,1,"No",14,3,3,1,1,2,1,1,0,0,0
"1071",28,"No","Travel Frequently",467,"Sales",7,3,"Life Sciences",3,"Male",55,3,2,"Sales Executive",1,"Single",4898,11827,0,"No",14,3,4,0,5,5,3,4,2,1,3
"1072",49,"No","Travel Rarely",271,"R&D",3,2,"Medical Sciences",3,"Female",43,2,2,"Laboratory Technician",1,"Married",4789,23070,4,"No",25,4,1,1,10,3,3,3,2,1,2
"1073",29,"No","Travel Frequently",410,"R&D",2,1,"Life Sciences",4,"Female",97,3,1,"Laboratory Technician",2,"Married",3180,4668,0,"No",13,3,3,3,4,3,3,3,2,0,2
"1074",28,"No","Travel Rarely",1083,"R&D",29,1,"Life Sciences",3,"Male",96,1,2,"Manufacturing Director",2,"Married",6549,3173,1,"No",14,3,2,2,8,2,2,8,6,1,7
"1075",33,"No","Travel Rarely",516,"R&D",8,5,"Life Sciences",4,"Male",69,3,2,"Healthcare Representative",3,"Single",6388,22049,2,"Yes",17,3,1,0,14,6,3,0,0,0,0
"1076",32,"No","Travel Rarely",495,"R&D",10,3,"Medical Sciences",3,"Male",64,3,3,"Manager",4,"Single",11244,21072,2,"No",25,4,2,0,10,5,4,5,2,0,0
"1077",54,"No","Travel Frequently",1050,"R&D",11,4,"Medical Sciences",2,"Female",87,3,4,"Manager",4,"Divorced",16032,24456,3,"No",20,4,1,1,26,2,3,14,9,1,12
"1078",29,"Yes","Travel Rarely",224,"R&D",1,4,"Technical",1,"Male",100,2,1,"Research Scientist",1,"Single",2362,7568,6,"No",13,3,3,0,11,2,1,9,7,0,7
"1079",44,"No","Travel Rarely",136,"R&D",28,3,"Life Sciences",4,"Male",32,3,4,"Research Director",1,"Married",16328,22074,3,"No",13,3,3,1,24,1,4,20,6,14,17
"1080",39,"No","Travel Rarely",1089,"R&D",6,3,"Life Sciences",2,"Female",32,3,3,"Manufacturing Director",2,"Single",8376,9150,4,"No",18,3,4,0,9,3,3,2,0,2,2
"1081",46,"No","Travel Rarely",228,"R&D",3,3,"Life Sciences",3,"Female",51,3,4,"Manager",2,"Married",16606,11380,8,"No",12,3,4,1,23,2,4,13,12,5,1
"1082",35,"No","Travel Rarely",1029,"R&D",16,3,"Life Sciences",4,"Female",91,2,3,"Healthcare Representative",2,"Single",8606,21195,1,"No",19,3,4,0,11,2,1,11,8,3,3
"1083",23,"No","Travel Rarely",507,"R&D",24,1,"Life Sciences",1,"Male",97,3,2,"Laboratory Technician",3,"Single",2272,24812,0,"No",14,3,2,0,5,2,3,4,3,1,2
"1084",40,"Yes","Travel Rarely",676,"R&D",9,4,"Life Sciences",4,"Male",86,3,1,"Laboratory Technician",1,"Single",2018,21831,3,"No",14,3,2,0,15,3,1,5,4,1,0
"1085",34,"No","Travel Rarely",971,"Sales",1,3,"Technical",4,"Male",64,2,3,"Sales Executive",4,"Married",7083,12288,1,"Yes",14,3,4,0,10,3,3,10,9,8,6
"1086",31,"Yes","Travel Frequently",561,"R&D",3,3,"Life Sciences",4,"Female",33,3,1,"Research Scientist",3,"Single",4084,4156,1,"No",12,3,1,0,7,2,1,7,2,7,7
"1087",50,"No","Travel Frequently",333,"R&D",22,5,"Medical Sciences",3,"Male",88,1,4,"Research Director",4,"Single",14411,24450,1,"Yes",13,3,4,0,32,2,3,32,6,13,9
"1088",34,"No","Travel Rarely",1440,"Sales",7,2,"Technical",2,"Male",55,3,1,"Sales Representative",3,"Married",2308,4944,7,"Yes",25,4,2,1,12,4,3,11,10,5,7
"1089",42,"No","Travel Rarely",1210,"R&D",2,3,"Medical Sciences",3,"Male",68,2,1,"Laboratory Technician",2,"Married",4841,24052,4,"No",12,3,2,1,4,3,3,1,0,0,0
"1090",37,"No","Travel Rarely",674,"R&D",13,3,"Medical Sciences",1,"Male",47,3,2,"Research Scientist",4,"Married",4285,3031,1,"No",17,3,1,0,10,2,3,10,8,3,7
"1091",29,"No","Travel Rarely",441,"R&D",8,1,"Other",3,"Female",39,1,2,"Healthcare Representative",1,"Married",9715,7288,3,"No",13,3,3,1,9,3,3,7,7,0,7
"1092",33,"No","Travel Rarely",120,"R&D",25,3,"Life Sciences",4,"Male",44,2,2,"Manufacturing Director",2,"Single",4320,24152,1,"No",13,3,4,0,5,2,3,5,3,0,2
"1093",45,"No","Travel Rarely",950,"R&D",28,3,"Technical",4,"Male",97,3,1,"Research Scientist",4,"Married",2132,4585,4,"No",20,4,4,1,8,3,3,5,4,0,3
"1094",42,"No","Travel Frequently",288,"R&D",2,3,"Life Sciences",4,"Male",40,3,3,"Healthcare Representative",4,"Married",10124,18611,2,"Yes",14,3,3,1,24,3,1,20,8,13,9
"1095",40,"No","Travel Rarely",1342,"Sales",9,2,"Medical Sciences",1,"Male",47,3,2,"Sales Executive",1,"Married",5473,19345,0,"No",12,3,4,0,9,5,4,8,4,7,1
"1096",33,"No","Travel Rarely",594,"R&D",28,4,"Life Sciences",2,"Male",79,3,2,"Laboratory Technician",3,"Married",5207,22949,1,"Yes",15,3,2,1,15,3,3,15,14,5,7
"1097",40,"No","Travel Rarely",898,"HR",6,2,"Medical Sciences",3,"Male",38,3,4,"Manager",4,"Single",16437,17381,1,"Yes",21,4,4,0,21,2,3,21,7,7,7
"1098",24,"No","Travel Rarely",350,"R&D",21,2,"Technical",3,"Male",57,2,1,"Laboratory Technician",1,"Divorced",2296,10036,0,"No",14,3,2,3,2,3,3,1,1,0,0
"1099",40,"No","Non Travel",1142,"R&D",8,2,"Life Sciences",3,"Male",72,3,2,"Healthcare Representative",4,"Divorced",4069,8841,3,"Yes",18,3,3,0,8,2,3,2,2,2,2
"1100",45,"No","Travel Rarely",538,"R&D",1,4,"Technical",1,"Male",66,3,3,"Healthcare Representative",2,"Divorced",7441,20933,1,"No",12,3,1,3,10,4,3,10,8,7,7
"1101",35,"No","Travel Rarely",1402,"Sales",28,4,"Life Sciences",2,"Female",98,2,1,"Sales Representative",3,"Married",2430,26204,0,"No",23,4,1,2,6,5,3,5,3,4,2
"1102",32,"No","Travel Rarely",824,"R&D",5,2,"Life Sciences",4,"Female",67,2,2,"Research Scientist",2,"Married",5878,15624,3,"No",12,3,1,1,12,2,3,7,1,2,5
"1103",36,"No","Travel Rarely",1157,"Sales",2,4,"Life Sciences",3,"Male",70,3,1,"Sales Representative",4,"Single",2644,17001,3,"Yes",21,4,4,0,7,3,2,3,2,1,2
"1104",48,"No","Travel Rarely",492,"Sales",16,4,"Life Sciences",3,"Female",96,3,2,"Sales Executive",3,"Divorced",6439,13693,8,"No",14,3,3,1,18,2,3,8,7,7,7
"1105",29,"No","Travel Rarely",598,"R&D",9,3,"Life Sciences",3,"Male",91,4,1,"Research Scientist",3,"Married",2451,22376,6,"No",18,3,1,2,5,2,2,1,0,0,0
"1106",33,"No","Travel Rarely",1242,"Sales",8,4,"Life Sciences",1,"Male",46,3,2,"Sales Executive",1,"Married",6392,10589,2,"No",13,3,4,1,8,6,1,2,2,2,2
"1107",30,"Yes","Travel Rarely",740,"Sales",1,3,"Life Sciences",2,"Male",64,2,2,"Sales Executive",1,"Married",9714,5323,1,"No",11,3,4,1,10,4,3,10,8,6,7
"1108",38,"No","Travel Frequently",888,"HR",10,4,"HR",3,"Male",71,3,2,"HR",3,"Married",6077,14814,3,"No",11,3,3,0,10,2,3,6,3,1,2
"1110",30,"No","Travel Rarely",1288,"Sales",29,4,"Technical",3,"Male",33,3,3,"Sales Executive",2,"Married",9250,17799,3,"No",12,3,2,1,9,3,3,4,0,1,3
"1111",35,"Yes","Travel Rarely",104,"R&D",2,3,"Life Sciences",1,"Female",69,3,1,"Laboratory Technician",1,"Divorced",2074,26619,1,"Yes",12,3,4,1,1,2,3,1,0,0,0
"1112",53,"Yes","Travel Rarely",607,"R&D",2,5,"Technical",3,"Female",78,2,3,"Manufacturing Director",4,"Married",10169,14618,0,"No",16,3,2,1,34,4,3,33,7,1,9
"1113",38,"Yes","Travel Rarely",903,"R&D",2,3,"Medical Sciences",3,"Male",81,3,2,"Manufacturing Director",2,"Married",4855,7653,4,"No",11,3,1,2,7,2,3,5,2,1,4
"1114",32,"No","Non Travel",1200,"R&D",1,3,"Technical",4,"Male",62,3,2,"Research Scientist",1,"Married",4087,25174,4,"No",14,3,2,1,9,3,2,6,5,1,2
"1115",35,"No","Travel Rarely",1108,"R&D",15,4,"Other",3,"Female",65,3,1,"Research Scientist",1,"Married",2367,16530,8,"No",12,3,4,1,10,3,2,8,2,7,6
"1116",34,"No","Travel Rarely",479,"R&D",7,4,"Medical Sciences",1,"Male",35,3,1,"Research Scientist",4,"Single",2972,22061,1,"No",13,3,3,0,1,4,1,1,0,0,0
"1117",55,"No","Travel Rarely",685,"Sales",26,5,"Marketing",3,"Male",60,2,5,"Manager",4,"Married",19586,23037,1,"No",21,4,3,1,36,3,3,36,6,2,13
"1118",34,"No","Travel Rarely",1351,"R&D",1,4,"Life Sciences",2,"Male",45,3,2,"Research Scientist",4,"Married",5484,13008,9,"No",17,3,2,1,9,3,2,2,2,2,1
"1119",26,"No","Travel Rarely",474,"R&D",3,3,"Life Sciences",1,"Female",89,3,1,"Research Scientist",4,"Married",2061,11133,1,"No",21,4,1,0,1,5,3,1,0,0,0
"1120",38,"No","Travel Rarely",1245,"Sales",14,3,"Life Sciences",3,"Male",80,3,2,"Sales Executive",2,"Married",9924,12355,0,"No",11,3,4,1,10,3,3,9,8,7,7
"1121",38,"No","Travel Rarely",437,"Sales",16,3,"Life Sciences",2,"Female",90,3,2,"Sales Executive",2,"Single",4198,16379,0,"No",12,3,2,0,8,5,4,3,2,1,2
"1122",36,"No","Travel Rarely",884,"Sales",1,4,"Life Sciences",2,"Female",73,3,2,"Sales Executive",3,"Single",6815,21447,6,"No",13,3,1,0,15,5,3,1,0,0,0
"1123",29,"No","Travel Rarely",1370,"R&D",3,1,"Medical Sciences",2,"Male",87,3,1,"Laboratory Technician",1,"Single",4723,16213,1,"No",18,3,4,0,10,3,3,10,9,1,5
"1124",35,"No","Travel Rarely",670,"R&D",10,4,"Medical Sciences",1,"Female",51,3,2,"Healthcare Representative",3,"Single",6142,4223,3,"Yes",16,3,3,1,10,4,3,5,2,0,4
"1125",39,"No","Travel Rarely",1223,"Sales",6,3,"Medical Sciences",4,"Male",38,4,3,"Sales Executive",3,"Married",8237,4658,2,"No",11,3,1,1,11,3,3,7,6,7,6
"1126",29,"No","Travel Frequently",995,"R&D",2,1,"Life Sciences",1,"Male",87,3,2,"Healthcare Representative",4,"Divorced",8853,24483,1,"No",19,3,4,1,6,0,4,6,8,1,3
"1127",50,"No","Travel Rarely",264,"Sales",9,3,"Marketing",3,"Male",59,3,5,"Manager",3,"Married",19331,19519,4,"Yes",16,3,3,1,27,2,3,1,0,0,0
"1128",23,"No","Travel Rarely",977,"R&D",10,3,"Technical",4,"Male",45,4,1,"Research Scientist",3,"Married",2073,12826,2,"No",16,3,4,1,4,3,3,2,2,2,2
"1129",36,"No","Travel Frequently",1302,"R&D",6,4,"Life Sciences",4,"Male",80,4,2,"Laboratory Technician",1,"Married",5562,19711,3,"Yes",13,3,4,1,9,3,3,3,2,0,2
"1130",42,"No","Travel Rarely",1059,"R&D",9,2,"Other",4,"Male",93,2,5,"Manager",4,"Single",19613,26362,8,"No",22,4,4,0,24,2,3,1,0,0,1
"1131",35,"No","Travel Rarely",750,"R&D",28,3,"Life Sciences",2,"Male",46,4,2,"Laboratory Technician",3,"Married",3407,25348,1,"No",17,3,4,2,10,3,2,10,9,6,8
"1132",34,"No","Travel Frequently",653,"R&D",10,4,"Technical",4,"Male",92,2,2,"Healthcare Representative",3,"Married",5063,15332,1,"No",14,3,2,1,8,3,2,8,2,7,7
"1133",40,"No","Travel Rarely",118,"Sales",14,2,"Life Sciences",4,"Female",84,3,2,"Sales Executive",1,"Married",4639,11262,1,"No",15,3,3,1,5,2,3,5,4,1,2
"1134",43,"No","Travel Rarely",990,"R&D",27,3,"Technical",4,"Male",87,4,1,"Laboratory Technician",2,"Divorced",4876,5855,5,"No",12,3,3,1,8,0,3,6,4,0,2
"1135",35,"No","Travel Rarely",1349,"R&D",7,2,"Life Sciences",3,"Male",63,2,1,"Laboratory Technician",4,"Married",2690,7713,1,"No",18,3,4,1,1,5,2,1,0,0,1
"1136",46,"No","Travel Rarely",563,"Sales",1,4,"Life Sciences",4,"Male",56,4,4,"Manager",1,"Single",17567,3156,1,"No",15,3,2,0,27,5,1,26,0,0,12
"1137",28,"Yes","Travel Rarely",329,"R&D",24,3,"Medical Sciences",3,"Male",51,3,1,"Laboratory Technician",2,"Married",2408,7324,1,"Yes",17,3,3,3,1,3,3,1,1,0,0
"1138",22,"No","Non Travel",457,"R&D",26,2,"Other",2,"Female",85,2,1,"Research Scientist",3,"Married",2814,10293,1,"Yes",14,3,2,0,4,2,2,4,2,1,3
"1139",50,"No","Travel Frequently",1234,"R&D",20,5,"Medical Sciences",2,"Male",41,3,4,"Healthcare Representative",3,"Married",11245,20689,2,"Yes",15,3,3,1,32,3,3,30,8,12,13
"1140",32,"No","Travel Rarely",634,"R&D",5,4,"Other",2,"Female",35,4,1,"Research Scientist",4,"Married",2654,18783,3,"No",17,3,4,2,6,3,3,3,2,0,2
"1141",44,"No","Travel Rarely",1313,"R&D",7,3,"Medical Sciences",2,"Female",31,3,5,"Research Director",4,"Divorced",19049,3549,0,"Yes",14,3,4,1,23,4,2,22,7,1,10
"1142",30,"No","Travel Rarely",241,"R&D",7,3,"Medical Sciences",2,"Male",48,2,1,"Research Scientist",2,"Married",2141,5348,1,"No",12,3,2,1,6,3,2,6,4,1,1
"1143",45,"No","Travel Rarely",1015,"R&D",5,5,"Medical Sciences",3,"Female",50,1,2,"Laboratory Technician",1,"Single",5769,23447,1,"Yes",14,3,1,0,10,3,3,10,7,1,4
"1144",45,"No","Non Travel",336,"Sales",26,3,"Marketing",1,"Male",52,2,2,"Sales Executive",1,"Married",4385,24162,1,"No",15,3,1,1,10,2,3,10,7,4,5
"1145",31,"No","Travel Frequently",715,"Sales",2,4,"Other",4,"Male",54,3,2,"Sales Executive",4,"Single",5332,21602,7,"No",13,3,4,0,10,3,3,5,2,0,3
"1146",36,"No","Travel Rarely",559,"R&D",12,4,"Life Sciences",3,"Female",76,3,2,"Manufacturing Director",4,"Married",4663,12421,9,"Yes",12,3,2,2,7,2,3,3,2,1,0
"1147",34,"No","Travel Frequently",426,"R&D",10,4,"Life Sciences",3,"Male",42,3,2,"Manufacturing Director",4,"Divorced",4724,17000,1,"No",13,3,1,1,9,3,3,9,7,7,2
"1148",49,"No","Travel Rarely",661,"R&D",25,4,"Life Sciences",3,"Female",84,3,1,"Laboratory Technician",1,"Married",3211,22102,1,"No",14,3,4,1,10,3,2,9,6,1,4
"1149",39,"No","Travel Rarely",1387,"R&D",10,5,"Medical Sciences",2,"Male",76,3,2,"Manufacturing Director",1,"Married",5377,3835,2,"No",13,3,4,3,10,3,3,7,7,7,7
"1150",27,"No","Travel Rarely",1302,"R&D",19,3,"Other",4,"Male",78,2,1,"Laboratory Technician",1,"Divorced",4066,16290,1,"No",11,3,1,2,7,3,3,7,7,0,7
"1151",35,"No","Travel Rarely",819,"R&D",18,5,"Life Sciences",2,"Male",48,4,2,"Research Scientist",1,"Married",5208,26312,1,"No",11,3,4,0,16,2,3,16,15,1,10
"1152",28,"No","Travel Rarely",580,"R&D",27,3,"Medical Sciences",2,"Female",39,1,2,"Manufacturing Director",1,"Divorced",4877,20460,0,"No",21,4,2,1,6,5,2,5,3,0,0
"1153",21,"No","Travel Rarely",546,"R&D",5,1,"Medical Sciences",3,"Male",97,3,1,"Research Scientist",4,"Single",3117,26009,1,"No",18,3,3,0,3,2,3,2,2,2,2
"1154",18,"Yes","Travel Frequently",544,"Sales",3,2,"Medical Sciences",2,"Female",70,3,1,"Sales Representative",4,"Single",1569,18420,1,"Yes",12,3,3,0,0,2,4,0,0,0,0
"1155",47,"No","Travel Rarely",1176,"HR",26,4,"Life Sciences",4,"Female",98,3,5,"Research Director",3,"Married",19658,5220,3,"No",11,3,3,1,27,2,3,5,2,1,0
"1156",39,"No","Travel Rarely",170,"R&D",3,2,"Medical Sciences",3,"Male",76,2,2,"Laboratory Technician",3,"Divorced",3069,10302,0,"No",15,3,4,1,11,3,3,10,8,0,2
"1157",40,"No","Travel Rarely",884,"R&D",15,3,"Life Sciences",1,"Female",80,2,3,"Manufacturing Director",3,"Married",10435,25800,1,"No",13,3,4,2,17,2,2,18,15,14,12
"1158",35,"No","Non Travel",208,"R&D",8,4,"Life Sciences",3,"Female",52,3,2,"Healthcare Representative",3,"Married",4148,12250,1,"No",12,3,4,1,15,5,3,14,11,2,9
"1159",37,"No","Travel Rarely",671,"R&D",19,3,"Life Sciences",3,"Male",85,3,2,"Manufacturing Director",3,"Married",5768,26493,3,"No",17,3,1,3,9,2,2,4,3,0,2
